ID	SENTENCE	BLOCK	PATTERN_TYPE	ACTUAL	ACCEPTABLE
15570	I like dogs more than pets .	12	comparatives-pets	<	N
15571	I like pets more than dogs .	12	comparatives-pets	>	N
15572	I like dogs more than bears .	13	comparatives-pets	NR	Y
15573	I like bears more than dogs .	13	comparatives-pets	NR*	Y
15574	I like dogs more than pets .	13	comparatives-pets	<	N
15575	I like pets more than dogs .	13	comparatives-pets	>	N
15576	I like dogs more than lions .	14	comparatives-pets	NR	Y
15577	I like lions more than dogs .	14	comparatives-pets	NR*	Y
15578	I like dogs more than pets .	14	comparatives-pets	<	N
15579	I like pets more than dogs .	14	comparatives-pets	>	N
15580	I like dogs more than whales .	15	comparatives-pets	NR	Y
15581	I like whales more than dogs .	15	comparatives-pets	NR*	Y
15582	I like dogs more than pets .	15	comparatives-pets	<	N
15583	I like pets more than dogs .	15	comparatives-pets	>	N
15584	I like dogs as much as tigers .	16	comparatives-pets	NR	Y
15585	I like tigers as much as dogs .	16	comparatives-pets	NR*	Y
15586	I like dogs as much as pets .	16	comparatives-pets	<	N
15587	I like pets as much as dogs .	16	comparatives-pets	>	N
15588	I like dogs as much as bears .	17	comparatives-pets	NR	Y
15589	I like bears as much as dogs .	17	comparatives-pets	NR*	Y
15590	I like dogs as much as pets .	17	comparatives-pets	<	N
15591	I like pets as much as dogs .	17	comparatives-pets	>	N
15592	I like dogs as much as lions .	18	comparatives-pets	NR	Y
15593	I like lions as much as dogs .	18	comparatives-pets	NR*	Y
15594	I like dogs as much as pets .	18	comparatives-pets	<	N
15595	I like pets as much as dogs .	18	comparatives-pets	>	N
15596	I like dogs as much as whales .	19	comparatives-pets	NR	Y
15597	I like whales as much as dogs .	19	comparatives-pets	NR*	Y
15598	I like dogs as much as pets .	19	comparatives-pets	<	N
15599	I like pets as much as dogs .	19	comparatives-pets	>	N
15600	I like dogs less than tigers .	20	comparatives-pets	NR	Y
15601	I like tigers less than dogs .	20	comparatives-pets	NR*	Y
15602	I like dogs less than pets .	20	comparatives-pets	<	N
15603	I like pets less than dogs .	20	comparatives-pets	>	N
15604	I like dogs less than bears .	21	comparatives-pets	NR	Y
15605	I like bears less than dogs .	21	comparatives-pets	NR*	Y
15606	I like dogs less than pets .	21	comparatives-pets	<	N
15607	I like pets less than dogs .	21	comparatives-pets	>	N
15608	I like dogs less than lions .	22	comparatives-pets	NR	Y
15609	I like lions less than dogs .	22	comparatives-pets	NR*	Y
15610	I like dogs less than pets .	22	comparatives-pets	<	N
15611	I like pets less than dogs .	22	comparatives-pets	>	N
15612	I like dogs less than whales .	23	comparatives-pets	NR	Y
15613	I like whales less than dogs .	23	comparatives-pets	NR*	Y
15614	I like dogs less than pets .	23	comparatives-pets	<	N
15615	I like pets less than dogs .	23	comparatives-pets	>	N
15616	I like rabbits more than tigers .	24	comparatives-pets	NR	Y
15617	I like tigers more than rabbits .	24	comparatives-pets	NR*	Y
15618	I like rabbits more than pets .	24	comparatives-pets	<	N
15619	I like pets more than rabbits .	24	comparatives-pets	>	N
15620	I like rabbits more than bears .	25	comparatives-pets	NR	Y
15621	I like bears more than rabbits .	25	comparatives-pets	NR*	Y
15622	I like rabbits more than pets .	25	comparatives-pets	<	N
15623	I like pets more than rabbits .	25	comparatives-pets	>	N
15624	I like rabbits more than lions .	26	comparatives-pets	NR	Y
15625	I like lions more than rabbits .	26	comparatives-pets	NR*	Y
15626	I like rabbits more than pets .	26	comparatives-pets	<	N
15627	I like pets more than rabbits .	26	comparatives-pets	>	N
15628	I like rabbits more than whales .	27	comparatives-pets	NR	Y
15629	I like whales more than rabbits .	27	comparatives-pets	NR*	Y
15630	I like rabbits more than pets .	27	comparatives-pets	<	N
15631	I like pets more than rabbits .	27	comparatives-pets	>	N
15632	I like rabbits as much as tigers .	28	comparatives-pets	NR	Y
15633	I like tigers as much as rabbits .	28	comparatives-pets	NR*	Y
15634	I like rabbits as much as pets .	28	comparatives-pets	<	N
15635	I like pets as much as rabbits .	28	comparatives-pets	>	N
15636	I like rabbits as much as bears .	29	comparatives-pets	NR	Y
15637	I like bears as much as rabbits .	29	comparatives-pets	NR*	Y
15638	I like rabbits as much as pets .	29	comparatives-pets	<	N
15639	I like pets as much as rabbits .	29	comparatives-pets	>	N
15640	I like rabbits as much as lions .	30	comparatives-pets	NR	Y
15641	I like lions as much as rabbits .	30	comparatives-pets	NR*	Y
15642	I like rabbits as much as pets .	30	comparatives-pets	<	N
15643	I like pets as much as rabbits .	30	comparatives-pets	>	N
15644	I like rabbits as much as whales .	31	comparatives-pets	NR	Y
15645	I like whales as much as rabbits .	31	comparatives-pets	NR*	Y
15646	I like rabbits as much as pets .	31	comparatives-pets	<	N
15647	I like pets as much as rabbits .	31	comparatives-pets	>	N
15648	I like rabbits less than tigers .	32	comparatives-pets	NR	Y
15649	I like tigers less than rabbits .	32	comparatives-pets	NR*	Y
15650	I like rabbits less than pets .	32	comparatives-pets	<	N
15651	I like pets less than rabbits .	32	comparatives-pets	>	N
15652	I like rabbits less than bears .	33	comparatives-pets	NR	Y
15653	I like bears less than rabbits .	33	comparatives-pets	NR*	Y
15654	I like rabbits less than pets .	33	comparatives-pets	<	N
15655	I like pets less than rabbits .	33	comparatives-pets	>	N
15656	I like rabbits less than lions .	34	comparatives-pets	NR	Y
15657	I like lions less than rabbits .	34	comparatives-pets	NR*	Y
15658	I like rabbits less than pets .	34	comparatives-pets	<	N
15659	I like pets less than rabbits .	34	comparatives-pets	>	N
15660	I like rabbits less than whales .	35	comparatives-pets	NR	Y
15661	I like whales less than rabbits .	35	comparatives-pets	NR*	Y
15662	I like rabbits less than pets .	35	comparatives-pets	<	N
15663	I like pets less than rabbits .	35	comparatives-pets	>	N
15664	I like hamsters more than tigers .	36	comparatives-pets	NR	Y
15665	I like tigers more than hamsters .	36	comparatives-pets	NR*	Y
15666	I like hamsters more than pets .	36	comparatives-pets	<	N
15667	I like pets more than hamsters .	36	comparatives-pets	>	N
15668	I like hamsters more than bears .	37	comparatives-pets	NR	Y
15669	I like bears more than hamsters .	37	comparatives-pets	NR*	Y
15670	I like hamsters more than pets .	37	comparatives-pets	<	N
15671	I like pets more than hamsters .	37	comparatives-pets	>	N
15672	I like hamsters more than lions .	38	comparatives-pets	NR	Y
15673	I like lions more than hamsters .	38	comparatives-pets	NR*	Y
15674	I like hamsters more than pets .	38	comparatives-pets	<	N
15675	I like pets more than hamsters .	38	comparatives-pets	>	N
15676	I like hamsters more than whales .	39	comparatives-pets	NR	Y
15677	I like whales more than hamsters .	39	comparatives-pets	NR*	Y
15678	I like hamsters more than pets .	39	comparatives-pets	<	N
15679	I like pets more than hamsters .	39	comparatives-pets	>	N
15680	I like hamsters as much as tigers .	40	comparatives-pets	NR	Y
15681	I like tigers as much as hamsters .	40	comparatives-pets	NR*	Y
15682	I like hamsters as much as pets .	40	comparatives-pets	<	N
15683	I like pets as much as hamsters .	40	comparatives-pets	>	N
15684	I like hamsters as much as bears .	41	comparatives-pets	NR	Y
15685	I like bears as much as hamsters .	41	comparatives-pets	NR*	Y
15686	I like hamsters as much as pets .	41	comparatives-pets	<	N
15687	I like pets as much as hamsters .	41	comparatives-pets	>	N
15688	I like hamsters as much as lions .	42	comparatives-pets	NR	Y
15689	I like lions as much as hamsters .	42	comparatives-pets	NR*	Y
15690	I like hamsters as much as pets .	42	comparatives-pets	<	N
15691	I like pets as much as hamsters .	42	comparatives-pets	>	N
15692	I like hamsters as much as whales .	43	comparatives-pets	NR	Y
15693	I like whales as much as hamsters .	43	comparatives-pets	NR*	Y
15694	I like hamsters as much as pets .	43	comparatives-pets	<	N
15695	I like pets as much as hamsters .	43	comparatives-pets	>	N
15696	I like hamsters less than tigers .	44	comparatives-pets	NR	Y
15697	I like tigers less than hamsters .	44	comparatives-pets	NR*	Y
15698	I like hamsters less than pets .	44	comparatives-pets	<	N
15699	I like pets less than hamsters .	44	comparatives-pets	>	N
15700	I like hamsters less than bears .	45	comparatives-pets	NR	Y
15701	I like bears less than hamsters .	45	comparatives-pets	NR*	Y
15702	I like hamsters less than pets .	45	comparatives-pets	<	N
15703	I like pets less than hamsters .	45	comparatives-pets	>	N
15704	I like hamsters less than lions .	46	comparatives-pets	NR	Y
15705	I like lions less than hamsters .	46	comparatives-pets	NR*	Y
15706	I like hamsters less than pets .	46	comparatives-pets	<	N
15707	I like pets less than hamsters .	46	comparatives-pets	>	N
15708	I like hamsters less than whales .	47	comparatives-pets	NR	Y
15709	I like whales less than hamsters .	47	comparatives-pets	NR*	Y
15710	I like hamsters less than pets .	47	comparatives-pets	<	N
15711	I like pets less than hamsters .	47	comparatives-pets	>	N
15712	I like drizzle more than sunshine .	0	comparatives-rain	NR	Y
15713	I like sunshine more than drizzle .	0	comparatives-rain	NR*	Y
15714	I like drizzle more than rain .	0	comparatives-rain	<	N
15715	I like rain more than drizzle .	0	comparatives-rain	>	N
15716	I like drizzle more than snow .	1	comparatives-rain	NR	Y
15717	I like snow more than drizzle .	1	comparatives-rain	NR*	Y
15718	I like drizzle more than rain .	1	comparatives-rain	<	N
15719	I like rain more than drizzle .	1	comparatives-rain	>	N
15720	I like drizzle more than fog .	2	comparatives-rain	NR	Y
15721	I like fog more than drizzle .	2	comparatives-rain	NR*	Y
15722	I like drizzle more than rain .	2	comparatives-rain	<	N
15723	I like rain more than drizzle .	2	comparatives-rain	>	N
15724	I like drizzle more than mist .	3	comparatives-rain	NR	Y
15725	I like mist more than drizzle .	3	comparatives-rain	NR*	Y
15726	I like drizzle more than rain .	3	comparatives-rain	<	N
15727	I like rain more than drizzle .	3	comparatives-rain	>	N
15728	I like drizzle as much as sunshine .	4	comparatives-rain	NR	Y
15729	I like sunshine as much as drizzle .	4	comparatives-rain	NR*	Y
15730	I like drizzle as much as rain .	4	comparatives-rain	<	N
15731	I like rain as much as drizzle .	4	comparatives-rain	>	N
15732	I like drizzle as much as snow .	5	comparatives-rain	NR	Y
15733	I like snow as much as drizzle .	5	comparatives-rain	NR*	Y
15734	I like drizzle as much as rain .	5	comparatives-rain	<	N
15735	I like rain as much as drizzle .	5	comparatives-rain	>	N
15736	I like drizzle as much as fog .	6	comparatives-rain	NR	Y
15737	I like fog as much as drizzle .	6	comparatives-rain	NR*	Y
15738	I like drizzle as much as rain .	6	comparatives-rain	<	N
15739	I like rain as much as drizzle .	6	comparatives-rain	>	N
15740	I like drizzle as much as mist .	7	comparatives-rain	NR	Y
15741	I like mist as much as drizzle .	7	comparatives-rain	NR*	Y
15742	I like drizzle as much as rain .	7	comparatives-rain	<	N
15743	I like rain as much as drizzle .	7	comparatives-rain	>	N
15744	I like drizzle less than sunshine .	8	comparatives-rain	NR	Y
15745	I like sunshine less than drizzle .	8	comparatives-rain	NR*	Y
15746	I like drizzle less than rain .	8	comparatives-rain	<	N
15747	I like rain less than drizzle .	8	comparatives-rain	>	N
15748	I like drizzle less than snow .	9	comparatives-rain	NR	Y
15749	I like snow less than drizzle .	9	comparatives-rain	NR*	Y
15750	I like drizzle less than rain .	9	comparatives-rain	<	N
15751	I like rain less than drizzle .	9	comparatives-rain	>	N
15752	I like drizzle less than fog .	10	comparatives-rain	NR	Y
15753	I like fog less than drizzle .	10	comparatives-rain	NR*	Y
15754	I like drizzle less than rain .	10	comparatives-rain	<	N
15755	I like rain less than drizzle .	10	comparatives-rain	>	N
15756	I like drizzle less than mist .	11	comparatives-rain	NR	Y
15757	I like mist less than drizzle .	11	comparatives-rain	NR*	Y
15758	I like drizzle less than rain .	11	comparatives-rain	<	N
15759	I like rain less than drizzle .	11	comparatives-rain	>	N
15760	I like rainstorms more than sunshine .	12	comparatives-rain	NR	Y
15761	I like sunshine more than rainstorms .	12	comparatives-rain	NR*	Y
15762	I like rainstorms more than rain .	12	comparatives-rain	<	N
15763	I like rain more than rainstorms .	12	comparatives-rain	>	N
15764	I like rainstorms more than snow .	13	comparatives-rain	NR	Y
15765	I like snow more than rainstorms .	13	comparatives-rain	NR*	Y
15766	I like rainstorms more than rain .	13	comparatives-rain	<	N
15767	I like rain more than rainstorms .	13	comparatives-rain	>	N
15768	I like rainstorms more than fog .	14	comparatives-rain	NR	Y
15769	I like fog more than rainstorms .	14	comparatives-rain	NR*	Y
15770	I like rainstorms more than rain .	14	comparatives-rain	<	N
15771	I like rain more than rainstorms .	14	comparatives-rain	>	N
15772	I like rainstorms more than mist .	15	comparatives-rain	NR	Y
15773	I like mist more than rainstorms .	15	comparatives-rain	NR*	Y
15774	I like rainstorms more than rain .	15	comparatives-rain	<	N
15775	I like rain more than rainstorms .	15	comparatives-rain	>	N
15776	I like rainstorms as much as sunshine .	16	comparatives-rain	NR	Y
15777	I like sunshine as much as rainstorms .	16	comparatives-rain	NR*	Y
15778	I like rainstorms as much as rain .	16	comparatives-rain	<	N
15779	I like rain as much as rainstorms .	16	comparatives-rain	>	N
15780	I like rainstorms as much as snow .	17	comparatives-rain	NR	Y
15781	I like snow as much as rainstorms .	17	comparatives-rain	NR*	Y
15782	I like rainstorms as much as rain .	17	comparatives-rain	<	N
15783	I like rain as much as rainstorms .	17	comparatives-rain	>	N
15784	I like rainstorms as much as fog .	18	comparatives-rain	NR	Y
15785	I like fog as much as rainstorms .	18	comparatives-rain	NR*	Y
15786	I like rainstorms as much as rain .	18	comparatives-rain	<	N
15787	I like rain as much as rainstorms .	18	comparatives-rain	>	N
15788	I like rainstorms as much as mist .	19	comparatives-rain	NR	Y
15789	I like mist as much as rainstorms .	19	comparatives-rain	NR*	Y
15790	I like rainstorms as much as rain .	19	comparatives-rain	<	N
15791	I like rain as much as rainstorms .	19	comparatives-rain	>	N
15792	I like rainstorms less than sunshine .	20	comparatives-rain	NR	Y
15793	I like sunshine less than rainstorms .	20	comparatives-rain	NR*	Y
15794	I like rainstorms less than rain .	20	comparatives-rain	<	N
15795	I like rain less than rainstorms .	20	comparatives-rain	>	N
15796	I like rainstorms less than snow .	21	comparatives-rain	NR	Y
15797	I like snow less than rainstorms .	21	comparatives-rain	NR*	Y
15798	I like rainstorms less than rain .	21	comparatives-rain	<	N
15799	I like rain less than rainstorms .	21	comparatives-rain	>	N
15800	I like rainstorms less than fog .	22	comparatives-rain	NR	Y
15801	I like fog less than rainstorms .	22	comparatives-rain	NR*	Y
15802	I like rainstorms less than rain .	22	comparatives-rain	<	N
15803	I like rain less than rainstorms .	22	comparatives-rain	>	N
15804	I like rainstorms less than mist .	23	comparatives-rain	NR	Y
15805	I like mist less than rainstorms .	23	comparatives-rain	NR*	Y
15806	I like rainstorms less than rain .	23	comparatives-rain	<	N
15807	I like rain less than rainstorms .	23	comparatives-rain	>	N
15808	I like showers more than sunshine .	24	comparatives-rain	NR	Y
15809	I like sunshine more than showers .	24	comparatives-rain	NR*	Y
15810	I like showers more than rain .	24	comparatives-rain	<	N
15811	I like rain more than showers .	24	comparatives-rain	>	N
15812	I like showers more than snow .	25	comparatives-rain	NR	Y
15813	I like snow more than showers .	25	comparatives-rain	NR*	Y
15814	I like showers more than rain .	25	comparatives-rain	<	N
15815	I like rain more than showers .	25	comparatives-rain	>	N
15816	I like showers more than fog .	26	comparatives-rain	NR	Y
15817	I like fog more than showers .	26	comparatives-rain	NR*	Y
15818	I like showers more than rain .	26	comparatives-rain	<	N
15819	I like rain more than showers .	26	comparatives-rain	>	N
15820	I like showers more than mist .	27	comparatives-rain	NR	Y
15821	I like mist more than showers .	27	comparatives-rain	NR*	Y
15822	I like showers more than rain .	27	comparatives-rain	<	N
15823	I like rain more than showers .	27	comparatives-rain	>	N
15824	I like showers as much as sunshine .	28	comparatives-rain	NR	Y
15825	I like sunshine as much as showers .	28	comparatives-rain	NR*	Y
15826	I like showers as much as rain .	28	comparatives-rain	<	N
15827	I like rain as much as showers .	28	comparatives-rain	>	N
15828	I like showers as much as snow .	29	comparatives-rain	NR	Y
15829	I like snow as much as showers .	29	comparatives-rain	NR*	Y
15830	I like showers as much as rain .	29	comparatives-rain	<	N
15831	I like rain as much as showers .	29	comparatives-rain	>	N
15832	I like showers as much as fog .	30	comparatives-rain	NR	Y
15833	I like fog as much as showers .	30	comparatives-rain	NR*	Y
15834	I like showers as much as rain .	30	comparatives-rain	<	N
15835	I like rain as much as showers .	30	comparatives-rain	>	N
15836	I like showers as much as mist .	31	comparatives-rain	NR	Y
15837	I like mist as much as showers .	31	comparatives-rain	NR*	Y
15838	I like showers as much as rain .	31	comparatives-rain	<	N
15839	I like rain as much as showers .	31	comparatives-rain	>	N
15840	I like showers less than sunshine .	32	comparatives-rain	NR	Y
15841	I like sunshine less than showers .	32	comparatives-rain	NR*	Y
15842	I like showers less than rain .	32	comparatives-rain	<	N
15843	I like rain less than showers .	32	comparatives-rain	>	N
15844	I like showers less than snow .	33	comparatives-rain	NR	Y
15845	I like snow less than showers .	33	comparatives-rain	NR*	Y
15846	I like showers less than rain .	33	comparatives-rain	<	N
15847	I like rain less than showers .	33	comparatives-rain	>	N
15848	I like showers less than fog .	34	comparatives-rain	NR	Y
15849	I like fog less than showers .	34	comparatives-rain	NR*	Y
15850	I like showers less than rain .	34	comparatives-rain	<	N
15851	I like rain less than showers .	34	comparatives-rain	>	N
15852	I like showers less than mist .	35	comparatives-rain	NR	Y
15853	I like mist less than showers .	35	comparatives-rain	NR*	Y
15854	I like showers less than rain .	35	comparatives-rain	<	N
15855	I like rain less than showers .	35	comparatives-rain	>	N
15856	I like downpours more than sunshine .	36	comparatives-rain	NR	Y
15857	I like sunshine more than downpours .	36	comparatives-rain	NR*	Y
15858	I like downpours more than rain .	36	comparatives-rain	<	N
15859	I like rain more than downpours .	36	comparatives-rain	>	N
15860	I like downpours more than snow .	37	comparatives-rain	NR	Y
15861	I like snow more than downpours .	37	comparatives-rain	NR*	Y
15862	I like downpours more than rain .	37	comparatives-rain	<	N
15863	I like rain more than downpours .	37	comparatives-rain	>	N
15864	I like downpours more than fog .	38	comparatives-rain	NR	Y
15865	I like fog more than downpours .	38	comparatives-rain	NR*	Y
15866	I like downpours more than rain .	38	comparatives-rain	<	N
15867	I like rain more than downpours .	38	comparatives-rain	>	N
15868	I like downpours more than mist .	39	comparatives-rain	NR	Y
15869	I like mist more than downpours .	39	comparatives-rain	NR*	Y
15870	I like downpours more than rain .	39	comparatives-rain	<	N
15871	I like rain more than downpours .	39	comparatives-rain	>	N
15872	I like downpours as much as sunshine .	40	comparatives-rain	NR	Y
15873	I like sunshine as much as downpours .	40	comparatives-rain	NR*	Y
15874	I like downpours as much as rain .	40	comparatives-rain	<	N
15875	I like rain as much as downpours .	40	comparatives-rain	>	N
15876	I like downpours as much as snow .	41	comparatives-rain	NR	Y
15877	I like snow as much as downpours .	41	comparatives-rain	NR*	Y
15878	I like downpours as much as rain .	41	comparatives-rain	<	N
15879	I like rain as much as downpours .	41	comparatives-rain	>	N
15880	I like downpours as much as fog .	42	comparatives-rain	NR	Y
15881	I like fog as much as downpours .	42	comparatives-rain	NR*	Y
15882	I like downpours as much as rain .	42	comparatives-rain	<	N
15883	I like rain as much as downpours .	42	comparatives-rain	>	N
15884	I like downpours as much as mist .	43	comparatives-rain	NR	Y
15885	I like mist as much as downpours .	43	comparatives-rain	NR*	Y
15886	I like downpours as much as rain .	43	comparatives-rain	<	N
15887	I like rain as much as downpours .	43	comparatives-rain	>	N
15888	I like downpours less than sunshine .	44	comparatives-rain	NR	Y
15889	I like sunshine less than downpours .	44	comparatives-rain	NR*	Y
15890	I like downpours less than rain .	44	comparatives-rain	<	N
15891	I like rain less than downpours .	44	comparatives-rain	>	N
15892	I like downpours less than snow .	45	comparatives-rain	NR	Y
15893	I like snow less than downpours .	45	comparatives-rain	NR*	Y
15894	I like downpours less than rain .	45	comparatives-rain	<	N
15895	I like rain less than downpours .	45	comparatives-rain	>	N
15896	I like downpours less than fog .	46	comparatives-rain	NR	Y
15897	I like fog less than downpours .	46	comparatives-rain	NR*	Y
15898	I like downpours less than rain .	46	comparatives-rain	<	N
15899	I like rain less than downpours .	46	comparatives-rain	>	N
15900	I like downpours less than mist .	47	comparatives-rain	NR	Y
15901	I like mist less than downpours .	47	comparatives-rain	NR*	Y
15902	I like downpours less than rain .	47	comparatives-rain	<	N
15903	I like rain less than downpours .	47	comparatives-rain	>	N
15904	I like mountains more than cities .	0	comparatives-nature	NR	Y
15905	I like cities more than mountains .	0	comparatives-nature	NR*	Y
15906	I like mountains more than nature .	0	comparatives-nature	<	N
15907	I like nature more than mountains .	0	comparatives-nature	>	N
15908	I like mountains more than malls .	1	comparatives-nature	NR	Y
15909	I like malls more than mountains .	1	comparatives-nature	NR*	Y
15910	I like mountains more than nature .	1	comparatives-nature	<	N
15911	I like nature more than mountains .	1	comparatives-nature	>	N
15912	I like mountains more than houses .	2	comparatives-nature	NR	Y
15913	I like houses more than mountains .	2	comparatives-nature	NR*	Y
15914	I like mountains more than nature .	2	comparatives-nature	<	N
15915	I like nature more than mountains .	2	comparatives-nature	>	N
15916	I like mountains more than concrete .	3	comparatives-nature	NR	Y
15917	I like concrete more than mountains .	3	comparatives-nature	NR*	Y
15918	I like mountains more than nature .	3	comparatives-nature	<	N
15919	I like nature more than mountains .	3	comparatives-nature	>	N
15920	I like mountains as much as cities .	4	comparatives-nature	NR	Y
15921	I like cities as much as mountains .	4	comparatives-nature	NR*	Y
15922	I like mountains as much as nature .	4	comparatives-nature	<	N
15923	I like nature as much as mountains .	4	comparatives-nature	>	N
15924	I like mountains as much as malls .	5	comparatives-nature	NR	Y
15925	I like malls as much as mountains .	5	comparatives-nature	NR*	Y
15926	I like mountains as much as nature .	5	comparatives-nature	<	N
15927	I like nature as much as mountains .	5	comparatives-nature	>	N
15928	I like mountains as much as houses .	6	comparatives-nature	NR	Y
15929	I like houses as much as mountains .	6	comparatives-nature	NR*	Y
15930	I like mountains as much as nature .	6	comparatives-nature	<	N
15931	I like nature as much as mountains .	6	comparatives-nature	>	N
15932	I like mountains as much as concrete .	7	comparatives-nature	NR	Y
15933	I like concrete as much as mountains .	7	comparatives-nature	NR*	Y
15934	I like mountains as much as nature .	7	comparatives-nature	<	N
15935	I like nature as much as mountains .	7	comparatives-nature	>	N
15936	I like mountains less than cities .	8	comparatives-nature	NR	Y
15937	I like cities less than mountains .	8	comparatives-nature	NR*	Y
15938	I like mountains less than nature .	8	comparatives-nature	<	N
15939	I like nature less than mountains .	8	comparatives-nature	>	N
15940	I like mountains less than malls .	9	comparatives-nature	NR	Y
15941	I like malls less than mountains .	9	comparatives-nature	NR*	Y
15942	I like mountains less than nature .	9	comparatives-nature	<	N
15943	I like nature less than mountains .	9	comparatives-nature	>	N
15944	I like mountains less than houses .	10	comparatives-nature	NR	Y
15945	I like houses less than mountains .	10	comparatives-nature	NR*	Y
15946	I like mountains less than nature .	10	comparatives-nature	<	N
15947	I like nature less than mountains .	10	comparatives-nature	>	N
15948	I like mountains less than concrete .	11	comparatives-nature	NR	Y
15949	I like concrete less than mountains .	11	comparatives-nature	NR*	Y
15950	I like mountains less than nature .	11	comparatives-nature	<	N
15951	I like nature less than mountains .	11	comparatives-nature	>	N
15952	I like forests more than cities .	12	comparatives-nature	NR	Y
15953	I like cities more than forests .	12	comparatives-nature	NR*	Y
15954	I like forests more than nature .	12	comparatives-nature	<	N
15955	I like nature more than forests .	12	comparatives-nature	>	N
15956	I like forests more than malls .	13	comparatives-nature	NR	Y
15957	I like malls more than forests .	13	comparatives-nature	NR*	Y
15958	I like forests more than nature .	13	comparatives-nature	<	N
15959	I like nature more than forests .	13	comparatives-nature	>	N
15960	I like forests more than houses .	14	comparatives-nature	NR	Y
15961	I like houses more than forests .	14	comparatives-nature	NR*	Y
15962	I like forests more than nature .	14	comparatives-nature	<	N
15963	I like nature more than forests .	14	comparatives-nature	>	N
15964	I like forests more than concrete .	15	comparatives-nature	NR	Y
15965	I like concrete more than forests .	15	comparatives-nature	NR*	Y
15966	I like forests more than nature .	15	comparatives-nature	<	N
15967	I like nature more than forests .	15	comparatives-nature	>	N
15968	I like forests as much as cities .	16	comparatives-nature	NR	Y
15969	I like cities as much as forests .	16	comparatives-nature	NR*	Y
15970	I like forests as much as nature .	16	comparatives-nature	<	N
15971	I like nature as much as forests .	16	comparatives-nature	>	N
15972	I like forests as much as malls .	17	comparatives-nature	NR	Y
15973	I like malls as much as forests .	17	comparatives-nature	NR*	Y
15974	I like forests as much as nature .	17	comparatives-nature	<	N
15975	I like nature as much as forests .	17	comparatives-nature	>	N
15976	I like forests as much as houses .	18	comparatives-nature	NR	Y
15977	I like houses as much as forests .	18	comparatives-nature	NR*	Y
15978	I like forests as much as nature .	18	comparatives-nature	<	N
15979	I like nature as much as forests .	18	comparatives-nature	>	N
15980	I like forests as much as concrete .	19	comparatives-nature	NR	Y
15981	I like concrete as much as forests .	19	comparatives-nature	NR*	Y
15982	I like forests as much as nature .	19	comparatives-nature	<	N
15983	I like nature as much as forests .	19	comparatives-nature	>	N
15984	I like forests less than cities .	20	comparatives-nature	NR	Y
15985	I like cities less than forests .	20	comparatives-nature	NR*	Y
15986	I like forests less than nature .	20	comparatives-nature	<	N
15987	I like nature less than forests .	20	comparatives-nature	>	N
15988	I like forests less than malls .	21	comparatives-nature	NR	Y
15989	I like malls less than forests .	21	comparatives-nature	NR*	Y
15990	I like forests less than nature .	21	comparatives-nature	<	N
15991	I like nature less than forests .	21	comparatives-nature	>	N
15992	I like forests less than houses .	22	comparatives-nature	NR	Y
15993	I like houses less than forests .	22	comparatives-nature	NR*	Y
15994	I like forests less than nature .	22	comparatives-nature	<	N
15995	I like nature less than forests .	22	comparatives-nature	>	N
15996	I like forests less than concrete .	23	comparatives-nature	NR	Y
15997	I like concrete less than forests .	23	comparatives-nature	NR*	Y
15998	I like forests less than nature .	23	comparatives-nature	<	N
15999	I like nature less than forests .	23	comparatives-nature	>	N
16000	I like lakes more than cities .	24	comparatives-nature	NR	Y
16001	I like cities more than lakes .	24	comparatives-nature	NR*	Y
16002	I like lakes more than nature .	24	comparatives-nature	<	N
16003	I like nature more than lakes .	24	comparatives-nature	>	N
16004	I like lakes more than malls .	25	comparatives-nature	NR	Y
16005	I like malls more than lakes .	25	comparatives-nature	NR*	Y
16006	I like lakes more than nature .	25	comparatives-nature	<	N
16007	I like nature more than lakes .	25	comparatives-nature	>	N
16008	I like lakes more than houses .	26	comparatives-nature	NR	Y
16009	I like houses more than lakes .	26	comparatives-nature	NR*	Y
16010	I like lakes more than nature .	26	comparatives-nature	<	N
16011	I like nature more than lakes .	26	comparatives-nature	>	N
16012	I like lakes more than concrete .	27	comparatives-nature	NR	Y
16013	I like concrete more than lakes .	27	comparatives-nature	NR*	Y
16014	I like lakes more than nature .	27	comparatives-nature	<	N
16015	I like nature more than lakes .	27	comparatives-nature	>	N
16016	I like lakes as much as cities .	28	comparatives-nature	NR	Y
16017	I like cities as much as lakes .	28	comparatives-nature	NR*	Y
16018	I like lakes as much as nature .	28	comparatives-nature	<	N
16019	I like nature as much as lakes .	28	comparatives-nature	>	N
16020	I like lakes as much as malls .	29	comparatives-nature	NR	Y
16021	I like malls as much as lakes .	29	comparatives-nature	NR*	Y
16022	I like lakes as much as nature .	29	comparatives-nature	<	N
16023	I like nature as much as lakes .	29	comparatives-nature	>	N
16024	I like lakes as much as houses .	30	comparatives-nature	NR	Y
16025	I like houses as much as lakes .	30	comparatives-nature	NR*	Y
16026	I like lakes as much as nature .	30	comparatives-nature	<	N
16027	I like nature as much as lakes .	30	comparatives-nature	>	N
16028	I like lakes as much as concrete .	31	comparatives-nature	NR	Y
16029	I like concrete as much as lakes .	31	comparatives-nature	NR*	Y
16030	I like lakes as much as nature .	31	comparatives-nature	<	N
16031	I like nature as much as lakes .	31	comparatives-nature	>	N
16032	I like lakes less than cities .	32	comparatives-nature	NR	Y
16033	I like cities less than lakes .	32	comparatives-nature	NR*	Y
